1 -0.000355161 5
1 -0.000710342 5.0001
1 -0.00106554 5.0002
1 -0.00142077 5.0003
1 -0.00177601 5.0004
0.999999 -0.00213127 5.0005
0.999999 -0.00248656 5.0006
0.999999 -0.00284186 5.0007
0.999999 -0.00319719 5.0008
0.999998 -0.00355253 5.0009
0.999998 -0.00390789 5.001
0.999997 -0.00426328 5.0011
0.999997 -0.00461868 5.0012
0.999997 -0.0049741 5.0013
0.999996 -0.00532954 5.0014
0.999995 -0.005685 5.0015
0.999995 -0.00604047 5.0016
0.999994 -0.00639597 5.0017
0.999994 -0.00675148 5.0018
0.999993 -0.00710701 5.0019
0.999992 -0.00746256 5.002
0.999991 -0.00781813 5.0021
0.999991 -0.00817372 5.0022
0.99999 -0.00852932 5.0023
0.999989 -0.00888494 5.0024
0.999988 -0.00924058 5.0025
0.999987 -0.00959623 5.0026
0.999986 -0.0099519 5.0027
0.999985 -0.0103076 5.0028
0.999984 -0.0106633 5.0029
0.999983 -0.011019 5.003
0.999982 -0.0113748 5.0031
0.999981 -0.0117305 5.0032
0.999979 -0.0120863 5.0033
0.999978 -0.0124421 5.0034
0.999977 -0.0127979 5.0035
0.999976 -0.0131537 5.0036
0.999974 -0.0135095 5.0037
0.999973 -0.0138654 5.0038
0.999972 -0.0142212 5.0039
0.99997 -0.0145771 5.004
0.999969 -0.014933 5.0041
0.999967 -0.0152889 5.0042
0.999966 -0.0156448 5.0043
0.999964 -0.0160008 5.0044
0.999962 -0.0163567 5.0045
0.999961 -0.0167127 5.0046
0.999959 -0.0170686 5.0047
0.999957 -0.0174246 5.0048
0.999956 -0.0177806 5.0049
0.999954 -0.0181367 5.005
0.999952 -0.0184927 5.0051
0.99995 -0.0188487 5.0052
0.999948 -0.0192048 5.0053
0.999946 -0.0195609 5.0054
0.999944 -0.0199169 5.0055
0.999942 -0.020273 5.0056
0.99994 -0.0206291 5.0057
0.999938 -0.0209853 5.0058
0.999936 -0.0213414 5.0059
0.999934 -0.0216975 5.006
0.999932 -0.0220537 5.0061
0.999929 -0.0224099 5.0062
0.999927 -0.022766 5.0063
0.999925 -0.0231222 5.0064
0.999923 -0.0234784 5.0065
0.99992 -0.0238346 5.0066
0.999918 -0.0241909 5.0067
0.999915 -0.0245471 5.0068
0.999913 -0.0249033 5.0069
0.99991 -0.0252596 5.007
0.999908 -0.0256159 5.0071
0.999905 -0.0259721 5.0072
0.999903 -0.0263284 5.0073
0.9999 -0.0266847 5.0074
0.999897 -0.027041 5.0075
0.999895 -0.0273973 5.0076
0.999892 -0.0277537 5.0077
0.999889 -0.02811 5.0078
0.999886 -0.0284663 5.0079
0.999883 -0.0288227 5.008
0.99988 -0.029179 5.0081
0.999877 -0.0295354 5.0082
0.999875 -0.0298918 5.0083
0.999872 -0.0302482 5.0084
0.999868 -0.0306046 5.0085
0.999865 -0.030961 5.0086
0.999862 -0.0313174 5.0087
0.999859 -0.0316738 5.0088
0.999856 -0.0320302 5.0089
0.999853 -0.0323866 5.009
0.999849 -0.0327431 5.0091
0.999846 -0.0330995 5.0092
0.999843 -0.033456 5.0093
0.999839 -0.0338124 5.0094
0.999836 -0.0341689 5.0095
0.999833 -0.0345254 5.0096
0.999829 -0.0348818 5.0097
0.999826 -0.0352383 5.0098
0.999822 -0.0355948 5.0099
0.999819 -0.0359513 5.01
0.999815 -0.0363078 5.0101
0.999811 -0.0366643 5.0102
0.999808 -0.0370208 5.0103
0.999804 -0.0373773 5.0104
0.9998 -0.0377339 5.0105
0.999796 -0.0380904 5.0106
0.999793 -0.0384469 5.0107
0.999789 -0.0388035 5.0108
0.999785 -0.03916 5.0109
0.999781 -0.0395166 5.011
0.999777 -0.0398731 5.0111
0.999773 -0.0402297 5.0112
0.999769 -0.0405862 5.0113
0.999765 -0.0409428 5.0114
0.999761 -0.0412994 5.0115
0.999756 -0.0416559 5.0116
0.999752 -0.0420125 5.0117
0.999748 -0.0423691 5.0118
0.999744 -0.0427257 5.0119
0.99974 -0.0430823 5.012
0.999735 -0.0434389 5.0121
0.999731 -0.0437954 5.0122
0.999726 -0.044152 5.0123
0.999722 -0.0445086 5.0124
0.999718 -0.0448652 5.0125
0.999713 -0.0452218 5.0126
0.999708 -0.0455784 5.0127
0.999704 -0.045935 5.0128
0.999699 -0.0462916 5.0129
0.999695 -0.0466483 5.013
0.99969 -0.0470049 5.0131
0.999685 -0.0473615 5.0132
0.999681 -0.0477181 5.0133
0.999676 -0.0480747 5.0134
0.999671 -0.0484313 5.0135
0.999666 -0.0487879 5.0136
0.999661 -0.0491445 5.0137
0.999656 -0.0495012 5.0138
0.999651 -0.0498578 5.0139
0.999646 -0.0502144 5.014
0.999641 -0.050571 5.0141
0.999636 -0.0509276 5.0142
0.999631 -0.0512842 5.0143
0.999626 -0.0516409 5.0144
0.999621 -0.0519975 5.0145
0.999615 -0.0523541 5.0146
0.99961 -0.0527107 5.0147
0.999605 -0.0530673 5.0148
0.9996 -0.0534239 5.0149
0.999594 -0.0537805 5.015
0.999589 -0.0541372 5.0151
0.999583 -0.0544938 5.0152
0.999578 -0.0548504 5.0153
0.999572 -0.055207 5.0154
0.999567 -0.0555636 5.0155
0.999561 -0.0559202 5.0156
0.999556 -0.0562768 5.0157
0.99955 -0.0566334 5.0158
0.999544 -0.05699 5.0159
0.999539 -0.0573466 5.016
0.999533 -0.0577032 5.0161
0.999527 -0.0580597 5.0162
0.999521 -0.0584163 5.0163
0.999515 -0.0587729 5.0164
0.99951 -0.0591295 5.0165
0.999504 -0.0594861 5.0166
0.999498 -0.0598426 5.0167
0.999492 -0.0601992 5.0168
0.999486 -0.0605558 5.0169
0.99948 -0.0609123 5.017
0.999473 -0.0612689 5.0171
0.999467 -0.0616254 5.0172
0.999461 -0.061982 5.0173
0.999455 -0.0623385 5.0174
0.999449 -0.062695 5.0175
0.999442 -0.0630516 5.0176
0.999436 -0.0634081 5.0177
0.99943 -0.0637646 5.0178
0.999423 -0.0641211 5.0179
0.999417 -0.0644777 5.018
0.99941 -0.0648342 5.0181
0.999404 -0.0651907 5.0182
0.999397 -0.0655472 5.0183
0.999391 -0.0659036 5.0184
0.999384 -0.0662601 5.0185
0.999378 -0.0666166 5.0186
0.999371 -0.0669731 5.0187
0.999364 -0.0673295 5.0188
0.999357 -0.067686 5.0189
0.999351 -0.0680425 5.019
0.999344 -0.0683989 5.0191
0.999337 -0.0687553 5.0192
0.99933 -0.0691118 5.0193
0.999323 -0.0694682 5.0194
0.999316 -0.0698246 5.0195
0.999309 -0.070181 5.0196
0.999302 -0.0705374 5.0197
0.999295 -0.0708938 5.0198
0.999288 -0.0712502 5.0199
0.999281 -0.0716066 5.02
0.999274 -0.0719629 5.0201
0.999266 -0.0723193 5.0202
0.999259 -0.0726757 5.0203
0.999252 -0.073032 5.0204
0.999245 -0.0733883 5.0205
0.999237 -0.0737447 5.0206
0.99923 -0.074101 5.0207
0.999222 -0.0744573 5.0208
0.999215 -0.0748136 5.0209
0.999207 -0.0751699 5.021
0.9992 -0.0755262 5.0211
0.999192 -0.0758824 5.0212
0.999185 -0.0762387 5.0213
0.999177 -0.0765949 5.0214
0.999169 -0.0769512 5.0215
0.999162 -0.0773074 5.0216
0.999154 -0.0776636 5.0217
0.999146 -0.0780199 5.0218
0.999138 -0.0783761 5.0219
0.99913 -0.0787322 5.022
0.999123 -0.0790884 5.0221
0.999115 -0.0794446 5.0222
0.999107 -0.0798008 5.0223
0.999099 -0.0801569 5.0224
0.999091 -0.080513 5.0225
0.999083 -0.0808692 5.0226
0.999074 -0.0812253 5.0227
0.999066 -0.0815814 5.0228
0.999058 -0.0819375 5.0229
0.99905 -0.0822935 5.023
0.999042 -0.0826496 5.0231
0.999033 -0.0830056 5.0232
0.999025 -0.0833617 5.0233
0.999017 -0.0837177 5.0234
0.999008 -0.0840737 5.0235
0.999 -0.0844297 5.0236
0.998991 -0.0847857 5.0237
0.998983 -0.0851417 5.0238
0.998974 -0.0854977 5.0239
0.998966 -0.0858536 5.024
0.998957 -0.0862095 5.0241
0.998949 -0.0865655 5.0242
0.99894 -0.0869214 5.0243
0.998931 -0.0872773 5.0244
0.998922 -0.0876332 5.0245
0.998914 -0.087989 5.0246
0.998905 -0.0883449 5.0247
0.998896 -0.0887007 5.0248
0.998887 -0.0890565 5.0249
0.998878 -0.0894123 5.025
0.998869 -0.0897681 5.0251
0.99886 -0.0901239 5.0252
0.998851 -0.0904797 5.0253
0.998842 -0.0908354 5.0254
0.998833 -0.0911912 5.0255
0.998824 -0.0915469 5.0256
0.998815 -0.0919026 5.0257
0.998806 -0.0922583 5.0258
0.998796 -0.092614 5.0259
0.998787 -0.0929696 5.026
0.998778 -0.0933253 5.0261
0.998768 -0.0936809 5.0262
0.998759 -0.0940365 5.0263
0.99875 -0.0943921 5.0264
0.99874 -0.0947477 5.0265
0.998731 -0.0951032 5.0266
0.998721 -0.0954588 5.0267
0.998711 -0.0958143 5.0268
0.998702 -0.0961698 5.0269
0.998692 -0.0965253 5.027
0.998683 -0.0968808 5.0271
0.998673 -0.0972362 5.0272
0.998663 -0.0975917 5.0273
0.998653 -0.0979471 5.0274
0.998644 -0.0983025 5.0275
0.998634 -0.0986579 5.0276
0.998624 -0.0990133 5.0277
0.998614 -0.0993686 5.0278
0.998604 -0.099724 5.0279
0.998594 -0.100079 5.028
0.998584 -0.100435 5.0281
0.998574 -0.10079 5.0282
0.998564 -0.101145 5.0283
0.998554 -0.1015 5.0284
0.998543 -0.101856 5.0285
0.998533 -0.102211 5.0286
0.998523 -0.102566 5.0287
0.998513 -0.102921 5.0288
0.998502 -0.103276 5.0289
0.998492 -0.103631 5.029
0.998482 -0.103986 5.0291
0.998471 -0.104342 5.0292
0.998461 -0.104697 5.0293
0.99845 -0.105052 5.0294
0.99844 -0.105407 5.0295
0.998429 -0.105762 5.0296
0.998419 -0.106117 5.0297
0.998408 -0.106472 5.0298
0.998397 -0.106827 5.0299
0.998387 -0.107182 5.03
0.998376 -0.107536 5.0301
0.998365 -0.107891 5.0302
0.998354 -0.108246 5.0303
0.998344 -0.108601 5.0304
0.998333 -0.108956 5.0305
0.998322 -0.109311 5.0306
0.998311 -0.109665 5.0307
0.9983 -0.11002 5.0308
0.998289 -0.110375 5.0309
0.998278 -0.11073 5.031
0.998267 -0.111084 5.0311
0.998256 -0.111439 5.0312
0.998244 -0.111794 5.0313
0.998233 -0.112148 5.0314
0.998222 -0.112503 5.0315
0.998211 -0.112857 5.0316
0.998199 -0.113212 5.0317
0.998188 -0.113566 5.0318
0.998177 -0.113921 5.0319
0.998165 -0.114275 5.032
0.998154 -0.11463 5.0321
0.998142 -0.114984 5.0322
0.998131 -0.115339 5.0323
0.998119 -0.115693 5.0324
0.998108 -0.116048 5.0325
0.998096 -0.116402 5.0326
0.998084 -0.116756 5.0327
0.998073 -0.11711 5.0328
0.998061 -0.117465 5.0329
0.998049 -0.117819 5.033
0.998037 -0.118173 5.0331
0.998026 -0.118527 5.0332
0.998014 -0.118882 5.0333
0.998002 -0.119236 5.0334
0.99799 -0.11959 5.0335
0.997978 -0.119944 5.0336
0.997966 -0.120298 5.0337
0.997954 -0.120652 5.0338
0.997942 -0.121006 5.0339
0.99793 -0.12136 5.034
0.997917 -0.121714 5.0341
0.997905 -0.122068 5.0342
0.997893 -0.122422 5.0343
0.997881 -0.122776 5.0344
0.997868 -0.12313 5.0345
0.997856 -0.123483 5.0346
0.997844 -0.123837 5.0347
0.997831 -0.124191 5.0348
0.997819 -0.124545 5.0349
0.997806 -0.124899 5.035
0.997794 -0.125252 5.0351
0.997781 -0.125606 5.0352
0.997769 -0.12596 5.0353
0.997756 -0.126313 5.0354
0.997744 -0.126667 5.0355
0.997731 -0.12702 5.0356
0.997718 -0.127374 5.0357
0.997705 -0.127727 5.0358
0.997693 -0.128081 5.0359
0.99768 -0.128434 5.036
0.997667 -0.128788 5.0361
0.997654 -0.129141 5.0362
0.997641 -0.129495 5.0363
0.997628 -0.129848 5.0364
0.997615 -0.130201 5.0365
0.997602 -0.130554 5.0366
0.997589 -0.130908 5.0367
0.997576 -0.131261 5.0368
0.997563 -0.131614 5.0369
0.99755 -0.131967 5.037
0.997536 -0.13232 5.0371
0.997523 -0.132674 5.0372
0.99751 -0.133027 5.0373
0.997497 -0.13338 5.0374
0.997483 -0.133733 5.0375
0.99747 -0.134086 5.0376
0.997456 -0.134439 5.0377
0.997443 -0.134792 5.0378
0.997429 -0.135145 5.0379
0.997416 -0.135497 5.038
0.997402 -0.13585 5.0381
0.997389 -0.136203 5.0382
0.997375 -0.136556 5.0383
0.997361 -0.136909 5.0384
0.997348 -0.137261 5.0385
0.997334 -0.137614 5.0386
0.99732 -0.137967 5.0387
0.997306 -0.138319 5.0388
0.997292 -0.138672 5.0389
0.997279 -0.139024 5.039
0.997265 -0.139377 5.0391
0.997251 -0.139729 5.0392
0.997237 -0.140082 5.0393
0.997223 -0.140434 5.0394
0.997209 -0.140787 5.0395
0.997195 -0.141139 5.0396
0.99718 -0.141492 5.0397
0.997166 -0.141844 5.0398
0.997152 -0.142196 5.0399
0.997138 -0.142548 5.04
0.997124 -0.142901 5.0401
0.997109 -0.143253 5.0402
0.997095 -0.143605 5.0403
0.997081 -0.143957 5.0404
0.997066 -0.144309 5.0405
0.997052 -0.144661 5.0406
0.997037 -0.145013 5.0407
0.997023 -0.145365 5.0408
0.997008 -0.145717 5.0409
0.996994 -0.146069 5.041
0.996979 -0.146421 5.0411
0.996964 -0.146773 5.0412
0.99695 -0.147125 5.0413
0.996935 -0.147476 5.0414
0.99692 -0.147828 5.0415
0.996905 -0.14818 5.0416
0.99689 -0.148531 5.0417
0.996876 -0.148883 5.0418
0.996861 -0.149235 5.0419
0.996846 -0.149586 5.042
0.996831 -0.149938 5.0421
0.996816 -0.150289 5.0422
0.996801 -0.150641 5.0423
0.996786 -0.150992 5.0424
0.99677 -0.151344 5.0425
0.996755 -0.151695 5.0426
0.99674 -0.152046 5.0427
0.996725 -0.152398 5.0428
0.99671 -0.152749 5.0429
0.996694 -0.1531 5.043
0.996679 -0.153451 5.0431
0.996664 -0.153802 5.0432
0.996648 -0.154154 5.0433
0.996633 -0.154505 5.0434
0.996617 -0.154856 5.0435
0.996602 -0.155207 5.0436
0.996586 -0.155558 5.0437
0.996571 -0.155909 5.0438
0.996555 -0.156259 5.0439
0.996539 -0.15661 5.044
0.996524 -0.156961 5.0441
0.996508 -0.157312 5.0442
0.996492 -0.157663 5.0443
0.996477 -0.158013 5.0444
0.996461 -0.158364 5.0445
0.996445 -0.158715 5.0446
0.996429 -0.159065 5.0447
0.996413 -0.159416 5.0448
0.996397 -0.159766 5.0449
0.996381 -0.160117 5.045
0.996365 -0.160467 5.0451
0.996349 -0.160818 5.0452
0.996333 -0.161168 5.0453
0.996317 -0.161518 5.0454
0.996301 -0.161869 5.0455
0.996284 -0.162219 5.0456
0.996268 -0.162569 5.0457
0.996252 -0.162919 5.0458
0.996236 -0.163269 5.0459
0.996219 -0.16362 5.046
0.996203 -0.16397 5.0461
0.996186 -0.16432 5.0462
0.99617 -0.16467 5.0463
0.996154 -0.16502 5.0464
0.996137 -0.165369 5.0465
0.99612 -0.165719 5.0466
0.996104 -0.166069 5.0467
